5110101|1|15/12/2012|1.0|8.0|
5110101|1|17/12/2012|0.0|8.0|
5110101|1|18/12/2012|0.0|8.0|
5110101|1|19/12/2012|0.0|8.0|
5110101|1|20/12/2012|0.0|8.0|
5110101|1|26/12/2012|1.0|8.0|
5110101|1|27/12/2012|1.0|8.0|
5110101|1|28/12/2012|1.0|8.0|
5110101|1|29/12/2012|1.0|8.0|
5110101|2|02/01/2013|0.0|7.42|
5110101|1|02/01/2013|0.0|8.0|
5110101|1|03/01/2013|0.0|8.0|
5110101|1|04/01/2013|0.0|8.0|
5110101|1|07/01/2013|0.0|8.0|
5110101|1|08/01/2013|0.0|8.0|
5110101|2|08/01/2013|0.0|7.42|
5110101|1|09/01/2013|0.0|8.0|
5110101|2|09/01/2013|0.0|7.42|
5110101|1|10/01/2013|0.0|8.0|
5110101|2|10/01/2013|0.0|7.42|
5110101|1|11/01/2013|0.0|8.0|
5110101|2|11/01/2013|0.0|7.42|
5110101|1|12/01/2013|1.0|8.0|
5110101|2|12/01/2013|1.0|7.42|
5110101|1|14/01/2013|0.0|8.0|
5110101|2|14/01/2013|0.0|7.42|
5110101|2|15/01/2013|0.0|7.42|
5110101|1|15/01/2013|0.0|8.0|
5110101|2|16/01/2013|0.0|15.42|
5110101|2|17/01/2013|0.0|7.42|
5110101|1|17/01/2013|0.0|8.0|
5110101|2|18/01/2013|0.0|7.42|
5110101|1|18/01/2013|0.0|16.0|
5110101|1|19/01/2013|1.0|8.0|
5110201|1|17/12/2012|0.0|8.0|
5110201|1|18/12/2012|0.0|8.0|
5110201|1|19/12/2012|0.0|8.0|
5110201|1|20/12/2012|0.0|8.0|
5110201|1|02/01/2013|0.0|8.0|
5110201|1|04/01/2013|0.0|8.0|
5110201|1|09/01/2013|0.0|8.0|
5110201|1|10/01/2013|0.0|8.0|
5110201|1|14/01/2013|0.0|8.0|
5110201|1|15/01/2013|0.0|8.0|
5110201|1|16/01/2013|0.0|8.0|
5110201|1|17/01/2013|0.0|8.0|
5110301|1|17/12/2012|0.0|8.0|
5110301|1|18/12/2012|0.0|8.0|
5110301|1|20/12/2012|0.0|8.0|
5110301|1|02/01/2013|0.0|8.0|
5110301|1|04/01/2013|0.0|8.0|
5110301|1|09/01/2013|0.0|8.0|
5110301|1|10/01/2013|0.0|8.0|
5110301|1|14/01/2013|0.0|8.0|
5110301|1|15/01/2013|0.0|8.0|
5110301|1|16/01/2013|0.0|8.0|
5110301|1|17/01/2013|0.0|8.0|
5110301|1|18/01/2013|0.0|8.0|
5110501|1|17/12/2012|0.0|8.0|
5110501|1|18/12/2012|0.0|8.0|
5110501|1|19/12/2012|0.0|8.0|
5110501|1|20/12/2012|0.0|8.0|
5110501|1|26/12/2012|1.0|8.0|
5110501|1|27/12/2012|1.0|8.0|
5110501|1|28/12/2012|1.0|8.0|
5110501|1|29/12/2012|1.0|8.0|
5110501|1|02/01/2013|0.0|8.0|
5110501|1|03/01/2013|0.0|8.0|
5110501|1|04/01/2013|0.0|8.0|
5110501|2|07/01/2013|0.0|7.42|
5110501|1|07/01/2013|0.0|8.0|
5110501|1|08/01/2013|0.0|8.0|
5110501|2|09/01/2013|0.0|7.42|
5110501|1|09/01/2013|0.0|8.0|
5110501|1|10/01/2013|0.0|8.0|
5110501|1|11/01/2013|0.0|8.0|
5110501|1|14/01/2013|0.0|8.0|
5110501|1|15/01/2013|0.0|8.0|
5110501|1|16/01/2013|0.0|8.0|
5110501|1|17/01/2013|0.0|8.0|
5110501|1|18/01/2013|0.0|8.0|
5110601|1|17/01/2013|0.0|8.0|
5110601|1|18/01/2013|0.0|8.0|
5110601|1|19/01/2013|1.0|8.0|
5110701|1|17/12/2012|0.0|8.0|
5110701|1|18/12/2012|0.0|8.0|
5110701|1|19/12/2012|0.0|8.0|
5110701|1|20/12/2012|0.0|8.0|
5110701|1|02/01/2013|0.0|8.0|
5110701|1|04/01/2013|0.0|8.0|
5110701|1|09/01/2013|0.0|8.0|
5110701|1|10/01/2013|0.0|8.0|
5110701|1|14/01/2013|0.0|8.0|
5110701|1|15/01/2013|0.0|8.0|
5110701|1|16/01/2013|0.0|8.0|
5110701|1|17/01/2013|0.0|8.0|
5110701|1|18/01/2013|0.0|8.0|
5110801|1|15/12/2012|1.0|8.0|
5110801|1|17/12/2012|0.0|8.0|
5110801|1|18/12/2012|0.0|8.0|
5110801|1|19/12/2012|0.0|8.0|
5110801|1|20/12/2012|0.0|8.0|
5110801|1|26/12/2012|1.0|8.0|
5110801|1|27/12/2012|1.0|8.0|
5110801|1|28/12/2012|1.0|8.0|
5110801|1|29/12/2012|1.0|8.0|
5110801|1|02/01/2013|0.0|8.0|
5110801|2|02/01/2013|0.0|7.42|
5110801|1|03/01/2013|0.0|8.0|
5110801|2|07/01/2013|0.0|7.42|
5110801|1|07/01/2013|0.0|8.0|
5110801|2|08/01/2013|0.0|7.42|
5110801|1|08/01/2013|0.0|8.0|
5110801|1|09/01/2013|0.0|8.0|
5110801|2|10/01/2013|0.0|7.42|
5110801|1|10/01/2013|0.0|8.0|
5110801|1|11/01/2013|0.0|8.0|
5110801|2|11/01/2013|0.0|7.42|
5110801|2|12/01/2013|1.0|7.42|
5110801|1|14/01/2013|0.0|8.0|
5110801|1|15/01/2013|0.0|8.0|
5110801|2|15/01/2013|0.0|7.42|
5110801|2|16/01/2013|0.0|15.42|
5110801|2|17/01/2013|0.0|7.42|
5110801|2|18/01/2013|0.0|7.42|
5110801|1|18/01/2013|0.0|8.0|
5110801|1|19/01/2013|1.0|8.0|
5111201|1|17/12/2012|0.0|8.0|
5111201|1|18/12/2012|0.0|8.0|
5111201|1|19/12/2012|0.0|8.0|
5111201|1|20/12/2012|0.0|8.0|
5111201|1|02/01/2013|0.0|8.0|
5111201|1|04/01/2013|0.0|8.0|
5111201|1|09/01/2013|0.0|8.0|
5111201|1|10/01/2013|0.0|8.0|
5111201|1|14/01/2013|0.0|8.0|
5111201|1|15/01/2013|0.0|8.0|
5111201|1|16/01/2013|0.0|8.0|
5111201|1|17/01/2013|0.0|8.0|
5111201|1|18/01/2013|0.0|8.0|
5111202|1|17/12/2012|0.0|8.0|
5111202|1|18/12/2012|0.0|8.0|
5111202|1|19/12/2012|0.0|8.0|
5111202|1|20/12/2012|0.0|8.0|
5111202|1|02/01/2013|0.0|8.0|
5111202|1|04/01/2013|0.0|8.0|
5111202|1|09/01/2013|0.0|8.0|
5111202|1|10/01/2013|0.0|8.0|
5111202|1|14/01/2013|0.0|8.0|
5111202|1|15/01/2013|0.0|8.0|
5111202|1|16/01/2013|0.0|8.0|
5111202|1|17/01/2013|0.0|8.0|
5111202|1|18/01/2013|0.0|8.0|
